about,address,area,award_winner,children,disabled_access,dogs,dress_code,gardens,gluten_free,halal,latitude,longitude,menu_description,menu_url,music,name,nearest_railway_station,nut_free,outdoor_seating,region,starting_price,times,vegan,vegetarian,venue_url,where_to_sit
"Take some time to pamper yourself with a tranquil Afternoon Tea experience at Dakota. This luxurious boutique hotel is situated in the heart of Leeds city centre, offering an array of quintessential tea time treats.  Enjoy your Afternoon Tea in the Cocktail Lounge, which features ambient lighting, modern decor and a luxurious atmosphere.  Dakota serve a classic Afternoon Tea featuring delicate finger sandwiches, homemade cakes and scones served with thick Devonshire clotted cream. Sparkling wines and cocktails are available to add an extra touch of decadence to the proceedings.  Dakota is situated in Leeds city centre, with Leeds train station within a short walking distance.","8 Russell St, Leeds, LS1 5RN",Leeds,,Children of all ages welcome,Yes,Guide dogs only,Smart casual,Yes- Terrace,"Yes, with 48 hours notice.","Yes, with 48 hours notice.",53.798254,-1.548525,,www.afternoontea.co.uk//media/fgqbjprn/dakota-leeds-afternoon-tea-2024.pdf,Background music. No live music.,Dakota - Leeds,"Leeds Train Station, city centre","Yes, with 48 hours notice.",Yes- Terrace,Yorkshire & The Humber,30.00,Afternoon Tea is served 12pm to 4.30pm every day,"Yes, with 48 hours notice.",,https://www.afternoontea.co.uk/uk/yorkshire-the-humber/leeds/dakota-leeds/,"Cocktail Lounge, ground floor"
"Built in 1869 for the China tea trade, Cutty Sark is a historic clipper ship that was designed to transport the freshest and finest teas to London. As the only surviving tea clipper in the world, this magnificent sailing ship is a real must-see attraction in Greenwich.  Climb aboard and explore this famous ship. Learn of its rich and fascinating history with entry for two. After a walk on the main deck, take a seat under the copper hull and indulge in a mouth-watering afternoon tea for two.  Enjoy a selection of sandwiches, sweet bites and scones with Devon clotted cream and strawberry jam, served with your choice from a selection of teas.","King William Walk, Greenwich Peninsula, London,SE10 9NF",South London,,,,,,,,,51.480285,-0.006019,,,,Cutty Sark,Cutty Sark for Maritime Greenwich,,,London,70.00,,,,https://www.afternoontea.co.uk/uk/london/south-london/cutty-sark/,
"Located in the vibrant area of Renfield Street, Cup Tea Lounge is a tea room with a vintage touch. Enjoy a classic Afternoon Tea on vintage china, and enjoy the spectacular Victorian decor.  Cup Tea Lounge offers a delicious Afternoon Tea including a selection of savoury bites, warm scones and an array of sweet treats. Why not upgrade your Afternoon Tea with a glass of prosecco, champagne or gin and tonic? Gluten Free and Vegetarian menus are also available.  Afternoon Tea is served in the main restaurant area, featuring high ceilings and vintage tiling.  Cup Tea Lounge- Glasgow Renfield Street is located in Glasgow city centre and is within walking distance of Glasgow Central Station and Glasgow Queen Street Station.","71 Renfield Street, Glasgow,G2 1LP",Glasgow,,Children of all ages welcome and a children's menu is available in accompaniment to an adult's Afternoon Tea,No disabled access- listed building,Guide dogs only,Casual,,"Yes, please specify at the time of booking","Yes, please specify at the time of booking",55.863319,-4.256347,,www.afternoontea.co.uk//media/alznpafp/festive_aft_tea_2021.pdf,No live music,Cup Tea Lounge - Renfield St,Glasgow Central Station and Glasgow Queen Street Station,"Yes, please specify at the time of booking",,Scotland,26.00,Afternoon Tea is served 12pm to 4pm every day,"Yes, please specify at the time of booking",,https://www.afternoontea.co.uk/uk/scotland/glasgow/cup-tea-lounge-glasgow-renfield-st/,Main restaurant
"Located in the thriving area of Merchant City, Cup Tea Lounge is the perfect place to escape the hustle and bustle of the city centre. Enjoy a leisurely Afternoon Tea in Cup Tea Lounge's courtyard.  Cup Tea Lounge offers a delicious Afternoon Tea including a selection of savoury bites, warm scones and an array of sweet treats. Why not upgrade your Afternoon Tea with a glass of prosecco, champagne or gin and tonic? Gluten Free and Vegetarian menus are also available.  Afternoon Tea is served in the main restaurant area, featuring beautiful wooden decor and hanging plants. Make the most of a sunny day and take your Afternoon Tea on the courtyard underneath cheerful bunting.  Cup Tea Lounge Glasgow Merchant City is located in Glasgow city centre and is within walking distance of Glasgow Central Station and Glasgow Queen Street Station.","43 Virginia Street, Unit 4, Virginia Court, Merchant City, Glasgow,G1 1TN",Glasgow,,Children of all ages welcome and a children's menu is available in accompaniment to an adult's Afternoon Tea,"Full disabled access, toilet facilities and lift access to other levels",Guide dogs only,Casual,Courtyard,"Yes, please specify at the time of booking","Yes, please specify at the time of booking",55.858753,-4.250478,,www.afternoontea.co.uk//media/alznpafp/festive_aft_tea_2021.pdf,No live music,Cup Tea Lounge - Glasgow Merchant City,Glasgow Central Station and Glasgow Queen Street Station,"Yes, please specify at the time of booking",Courtyard,Scotland,26.00,Afternoon Tea is served 12pm to 4pm every day,"Yes, please specify at the time of booking",,https://www.afternoontea.co.uk/uk/scotland/glasgow/cup-tea-lounge-glasgow-merchant-city/,Main restaurant
"Situated at the centre of the old Covent Garden Market, the Crusting Pipe is a traditional wine bar, featuring candlelit tables and an outdoor seating area which offers a comfortable atmosphere in which to enjoy Afternoon Tea.  With a new menu for 2023, guests can expect a delightful variation of the classic sweets and treats including freshly cut finger sandwiches and savouries, freshly baked scones and pastries and your choice of teas. Make it a special occasion with a flute of their much-loved Célébration Champagne.  The Crusting Pipe is just a short walk from Covent Garden tube station and is a perfect destination for those who are lovers of West End shows for their amazing live operatic perfomances that take place regularly in the courtyard.","27 The Market, Covent Garden, London,WC2E 8RD",Covent Garden,,Children of all ages welcome,Yes,Guide dogs only,None,No,"Yes, available upon request",No,51.5120609,-0.12296471,,www.afternoontea.co.uk//media/0oeevdlr/crp-core-food-menu-ss23.pdf,"Yes, musicians in the Court Yard",Crusting Pipe,Covent Garden,"Yes, available upon request",Courtyard,London,32.00,Afternoon Tea is served 2:30pm to 5pm every day,No,,https://www.afternoontea.co.uk/uk/london/covent-garden/crusting-pipe/,In the restaurant or outside courtyard
"The red-brick Crowne Plaza Reading hotel overlooks a peaceful stretch of the River Thames, 15 minutes' walk from Reading town centre.  Nestled among trees on the banks of the River Thames, you'll find Crowne Plaza Reading an elegant retreat primed for business success, lavish banquets and a strategic base for unlocking London.  If the weather is warm and sunny, enjoy a beautifully presented Afternoon Tea on our river-facing terrace. We've partnered with award-winning tea brand, Novus, for a truly spectacular Afternoon Tea experience.","Caversham Bridge Richfield Avenue, Reading,RG1 8BD",Berkshire,Tea brand Novus have won multiple Great Taste Awards,Children of all ages welcome,Yes,Guide dogs only,Smart casual,No,Advise when booking,"Yes, please advise when booking",51.465294,-0.978139,,www.afternoontea.co.uk//media/mk3j0kq4/afternoon-tea.pdf,No live music,Crowne Plaza Reading,Reading,Advise when booking,Yes,South East,25.00,Afternoon Tea is served 12pm to 5pm every day,Advise when booking,,https://www.afternoontea.co.uk/uk/south-east/berkshire/crowne-plaza-reading/,Riverside restaurant or restaurant terrace area (weather dependent)
"Situated just outside the historical town of Marlow and within easy reach of London, the Crowne Plaza is set in a stunning lakeside location at the heart of the Thames Valley.  The hotel is bright and contemporary set within 5 acres of countryside, perfect for riverside walks.  Enjoy an Afternoon Tea which includes finger sandwiches, a selection of cakes and pastries, warm scones and tea.","Fieldhouse Lane, Marlow, Buckinghamshire,SL7 1LU",Buckinghamshire,,"Everyone is welcome, but at least one guest must be an adult (18 or over).",Yes,Guide dogs only,Smart casual,Yes,,,51.570921,-0.759680,,www.afternoontea.co.uk//media/qqcbbdgn/afternoon-tea-glaze-restaurant.pdf,No live music,The Crowne Plaza Marlow,Marlow,,Yes,South East,28.00,Afternoon Tea is served 12pm to 5pm every day,,,https://www.afternoontea.co.uk/uk/south-east/buckinghamshire/the-crowne-plaza-marlow/,"Aqua Bar, Conservatory, Terrace"
"Enjoy a delicious traditional Afternoon Tea in the peaceful gardens or the quaint library of The Crown Manor House Hotel. Situated in the beautiful New Forest, The Crown Manor Hotel is the ideal location to treat yourself to a classic Afternoon Tea.  Diners can chose to have their Afternoon Tea served in the gardens, the library or the Bar & Grill.  Regardless of their choice, diners will find a peaceful environment to talk with friends over a range of quintessential Afternoon Tea treats.  With a celebration afternoon tea, enjoy two glasses of prosecco , indulge in a selection of dainty finger sandwiches with traditional fillings before moving onto warm scones with jam and clotted cream and a range of desserts.  Situated in Lyndhurst, The Crown Manor Hotel is a historical building and ideally located for those exploring the New Forest.","Highstreet, Lyndhurst,S043 7NF",Hampshire,,Children of all ages welcome,Yes,Guide dogs only,Casual,Yes,Available on request,,50.872734,-1.577564,"New Forest Afternoon tea at the Crown Manor; Traditional & dainty finger sandwiches to include; Dingley Dell roasted ham with wholegrain mustard; Free range egg and coriander mayonnaise; Oak smoked salmon, cucumber and crème fraiche; Sandwiches served on granary and white bread; Freshly baked handmade fruit and plain scones; Served warm with Devonshire clotted cream and locally sourced jam; Chef's selection of cakes and sweet pastries; Tea, coffee or organic fair trade hot chocolate; From £36 for two",,No live music,The Crown Manor House Hotel,Ashurst,,Yes,South East,36.00,Afternoon Tea is served 2pm to 5.30pm every day,,,https://www.afternoontea.co.uk/uk/south-east/hampshire/the-crown-manor-house-hotel/,"Lounge, Library, Patio Garden or Bar & Grill"
"The Crown at Ampney Brook is a lovingly restored 16th century inn nestled in the Cotswolds countryside. Indulge in one of Britain’s most loved traditions with Afternoon Tea in the warming surrounds of the restaurant.  A delectable selection of sweet treats and savoury delights await, complete with freshly baked scones, clotted cream and preserves.  Why not book your own private Afternoon Tea party, hosted in the characterful surroundings of alfresco domes, situated along the Ampney Brook, or private dining rooms, The Secret Garden Room, The Hide, or The Eaves.  The menu includes the highest quality, seasonal, farm to table ingredients packed into our traditional Afternoon Tea delights.  Afternoon Tea is served Monday to Saturday from 12pm - 5pm and advance booking is recommended.","Ampney Crucis, Cirencester, Gloucestershire,GL7 5RS",Gloucestershire,,Children of all ages are welcome,Yes,"Yes, all dogs are welcome",No,Yes,Yes - 24 hours advance notice required,,51.71367,-1.90133,,www.afternoontea.co.uk//media/bv1f3nfk/afternoon-tea-menu-crown.pdf,,The Crown at Ampney Brook,Kemble,"Yes, The Crown is a nut free business",Yes,South West,24.95,"Monday to Saturday, 12pm-5pm",,Yes - 24 hours advance notice required,https://www.afternoontea.co.uk/uk/south-west/gloucestershire/the-crown-at-ampney-brook/,"In the private dining spaces, restaurant and bar areas"
"Celebrate the Coronation with an Afternoon Tea that’s fit for a king.  The new Crown Afternoon Tea at Vintry and Mercer is a truly majestic gastronomic experience, and a new twist on what has long been considered a great British institution. Join them to raise a glass to the Royals and mark a historic event in the British calendar!  Each beautifully presented serving comes bedecked with the finest sweet and savory treats. To start, enjoy delicious smoked salmon and cream cheese sandwiches, coronation chicken vol-au-vons with mango chutney, roast beef, horseradish and gravy ‘Yorkshire pudding’ and truffled egg mayonnaise brioche buns, each named after one of the famous Royal Palaces.  As with the very best Afternoon Tea, the true jewel in their culinary crown is their mouth-watering selection of handcrafted desserts, including classic buttercream scones with Earl Grey jelly and strawberry jam, vanilla shortbreads with salted caramel and dark chocolate, chocolate sceptres, a glazed ‘Sovereign’s Orb’ filled with delicious raspberry and orange blossom mousse and Genoise sponge, a Strawberry Victoria cake, and an apple and blackberry gateaux.  Enjoy with a glass of Charles Heidsieck Brut NV or Rose Champagne, or Wild Idol alcohol free sparkling rose, and a selection of teas. They also have a Prince & Princess option, perfect for children, as well as some equally tempting vegetarian alternatives.  At Vintry and Mercer, dining is as much a part of the experience as the overnight stay. Whether at our rooftop restaurant, cocktail bar or all-day eatery, guests will find bold, flavourful cuisine matched with original cocktails and world-class wine.  In one sweep, the view from Mercer Roof Terrace takes in London’s skyline, from the dome of St Paul’s Cathedral to the glass tip of The Shard. Inside, the atmosphere is warm and convivial, with floor-to-ceiling glass doors opening wide to bring the outdoors in.  Crown Afternoon Tea is available on Saturdays and Sundays.","20 Garlick Hill, London Mercer Roof Terrace ,EC4V 2AU",The City,,Children of all ages welcome,Yes,Guide dogs only,No dress code,No,No,No,51.511730,-0.093860,,www.afternoontea.co.uk//media/m52kiuee/2023-crown-menu-04.pdf,No live music,Crown Afternoon Tea @ Vintry and Mercer,"Mansion House Station, Bank, St Pauls, Liverpool Street & Cannon Street Station",No,Access to Roof Terrace weather permitting,London,49.50,Afternoon Tea is served 12pm - 5pm Saturday - Sunday,No,Yes,https://www.afternoontea.co.uk/uk/london/the-city/vintry-and-mercer/,Mercer Roof Terrace
